nombre, direccion,ruc,representante_dni,telefono
Solectron Corp,Bejoj Junction 804,10443919611,78047729,5118252
Commercial Metals Co.,Wudo Ridge 800,10511882668,42307991,3741728
Burlington Northern Santa Fe Corporation,Curu Manor 786,10271192565,64401840,4326179
Tecumseh Products Company,Albe Plaza 638,10626533324,47094266,3696631
American Standard Companies Inc.,Hoime Loop 705,10721782877,44269100,951533118
Ingles Market Inc,Adcib Center 494,20833839189,69735288,933373117
"Alaska Air Group, Inc.",Tacad Avenue 402,10399945892,45824226,5154328
Ocean Energy Inc,Folpob Center 362,10999973695,95336243,991268585
Old Republic International Corp.,Bamru Drive 433,10735574382,22279961,6483476
Quanta Services Inc.,Pifbi River 185,10599775721,23965508,2861357
Phar Mor Inc.,Sesjud Plaza 193,20722494297,44281971,2744191
Belo Corp.,Jira Extension 390,10312185435,72886237,6932447
Ingles Market Inc,Gofe Loop 712,20913376616,14048925,5865349
Regis Corporation,Beam Glen 121,20942413424,30304517,919528179
Forest Laboratories Inc.,Hosil Glen 512,10675474296,88679794,2178257
MetLife Inc.,Fiseh Extension 594,20882561468,63785765,966215185
PolyOne Corp,Hohudi Street 964,10577177632,19451085,971636541
Weis Markets Inc.,Uviso Parkway 559,20383432387,48495078,2258939
Flowers Foods Inc.,Inke Highway 571,10467135223,58518282,961279941
Steelcase Inc,Vebos Path 956,20573246646,97469944,985285341
Omnicom Group,Takik Terrace 670,10832195775,18413703,2732634
Bausch & Lomb Incorporated,Ijuceh Place 898,20154174219,80172490,933376415
Medtronic Inc.,Hukel Street 173,10323988619,86920173,3565373
Kemet Corp.,Ogku Road 733,10215452759,95293236,918841461
W.W. Grainger Inc,Ihrel Park 539,10975982176,74074257,983632755
Stewart & Stevenson Services Inc,Zear Loop 195,20647261676,29063116,949489822
Spartan Stores Inc,Owuro Grove 425,10193739591,43545489,929753323
Principal Financial Group Inc.,Ipic Highway 698,10728658394,22913593,911499296
TravelCenters of America Inc.,Sunfe Square 077,20766915631,04385966,6379887
American Standard Companies Inc.,Duag Turnpike 375,10724817128,90430764,5632736
Fleming Companies Inc.,Lizoha Parkway 552,10159698175,45981113,927937661
Coca-Cola Enterprises Inc.,Ivuuv Street 193,10988826362,29064193,937139757
"Avnet, Inc.",Gapgit Loop 730,10646311618,43899166,996985687
Capital One Financial Corp.,Wetav Way 843,20995311763,02079651,6985683
Golden West Financial Corporation,Sinjak Heights 504,10323966532,05612917,2354964
Arkansas Best Corporation,Zewnu Manor 425,20649491766,33611331,984829898
"Advantica Restaurant Group, Inc.",Gorhi Turnpike 163,10272411284,57987332,6477616
FMC Corp,Ozre Pike 146,20266848438,72742685,5431833
Perini Corp,Homep Manor 007,20138946988,64762924,981122839
United Auto Group Inc,Ozecuw Road 481,10218166491,47840357,3143194
Polaris Industries Inc.,Gipuv Path 761,20881776735,33106671,935114736
Packaging Corp. of America,Jeva Mill 233,20128691995,25374402,2532862
CSK Auto Corp.,Gabgog Point 885,20511968984,57917352,3294134
Mohawk Industries Inc.,Zout Plaza 327,10617334296,96011808,2255915
WorldCom Inc,Tekco Parkway 026,10639633375,84708859,5918299
"Allied Waste Industries, Inc.",Goddah Court 856,10348391669,73106933,4542282
Southwest Gas Corp,Kufaz Highway 367,10612775965,00222850,4791519
AmerisourceBergen Corporation,Jodjak Mill 252,20146629822,54483389,4285669
Halliburton Co.,Epibuz River 484,10612414487,46346007,4358779
TravelCenters of America Inc.,Deese Boulevard 112,10371421666,42820837,3929696
Nextel Communications Inc,Giej View 199,20428623944,77660614,2353681
Kellwood Company,Tobe Park 562,10841555884,78344223,936995147
Northeast Utilities System,Vushaw Extension 004,10538824669,93763357,5156872
Reliance Steel & Aluminum Co.,Riiti Court 071,10748843576,10678625,911282796
"Adams Resources & Energy, Inc.",Enbi Mill 176,10545139112,78052244,6539829
Tektronix Inc,Bopovu Loop 737,20844229598,27002434,4353243
"Applied Industrial Technologies, Inc.",Dahdac Path 578,10882834457,19844890,6158614
Unitrin Inc,Gihi Ridge 531,10137493673,19394367,984621511
AnnTaylor Inc.,Urfu Key 432,20854999164,31916879,925692546
Goodrich Corporation,Gegmil Avenue 887,20981188589,64091259,3979743
EMC Corporation,Ucuus River 124,10363467183,22929539,958513441
L-3 Communications Holdings Inc.,Ahko Loop 554,20756394415,21031511,937425117
Sequa Corp,Hana Extension 200,10712842726,78207197,947617593
Schering-Plough Corp,Figu Trail 496,10924269451,92311381,971269126
Nacco Industries Inc,Acov Court 662,20875614529,47012495,3385673
Sun Microsystems Inc.,Tivom View 439,20347126187,03769299,6751954
RPM Inc.,Napon Junction 938,20368542229,08838937,4992698
"Merck & Co., Inc.",Daiwu Heights 488,20373559346,29339722,965823287
Pall Corp,Nafir Turnpike 667,20144321814,39784031,2512663
Service Corp. International,Zabuna Path 218,10675895738,25330819,929864796
Convergys Corp.,Ejelub Highway 069,10481435284,59905354,4158346
MPS Group Inc.,Jocrer Boulevard 772,20766983285,24768249,961785554
Exelon Corporation,Busa Terrace 941,10484927987,85097086,4895438
"Amtran, Inc.",Saipu Key 250,20838963426,86426835,955364619
UnitedHealth Group Incorporated,Wetafu Park 102,20817799996,92335194,993479734
Commercial Metals Co.,Odiaz View 221,20438724913,57101121,3762712
Penn Traffic Co.,Cokap Path 376,20587667384,53697246,3357557
Caremark Rx Inc.,Pofnu Highway 055,10814661556,68815115,974116996
Devon Energy Corporation,Fednu Pass 176,20152325468,12204890,2567776
Coventry Health Care Inc.,Firu View 408,10221998223,65485384,996422587
PolyOne Corp,Kokhi Grove 335,20391479166,73945961,972283394
Sears Roebuck & Co,Lota Highway 093,10156194691,06968794,945627369
IMS Health Inc.,Habso Circle 327,10736391836,01849968,3983823
Riverwood Holding Inc.,Nibur Trail 167,10882932774,27609132,979815878
Noble Energy Inc,Kuwweh Extension 799,20495588961,71652319,917552361
"Dominion Resources, Inc.",Zicuw Pike 251,10821817144,06368472,975253687
United Defense Industries Inc.,Kihzoc Place 575,10587278656,88191422,6565271
Weis Markets Inc.,Gelni Square 854,20312687599,53403087,6245276
Paccar Inc,Wincuf Trail 018,10654195563,42417060,3338187
Hartford Financial Services Group Inc.,Kednu Drive 211,20357238964,34957326,967348182
Packaging Corp. of America,Nofu Square 333,20268215975,00186731,6952947
Thermo Electron Corporation,Egnop Square 451,20698883299,37866099,5667585
Wallace Computer Services Inc,Lidat Square 957,20248828379,93273827,976964139
United Stationers Inc,Sodu Ridge 104,20462756567,20584806,3376138
Williams Companies Inc,Lepa Lane 766,20165878839,75614283,964816452
"Dollar Tree Stores, Inc.",Pivit Lane 089,20713778923,09251196,4821883
AT&T Corp.,Tiak Parkway 866,20684371383,38018514,944434816
Agway Inc.,Lotme Highway 316,10821462592,95774853,3932472
Coca-Cola Enterprises Inc.,Agrit Drive 285,10936889517,68016074,4656544
PPL Corp,Afocav Heights 987,10385991874,11908729,2316196
"Brightpoint, Inc.",Goini Pike 265,20394375191,90562231,4869916
Office Depot Inc.,Zuwket Avenue 865,20423119396,77429540,941635876
Petco Animal Supplies Inc.,Itotu Court 491,10559434952,42767678,994193379
Level 3 Communications Inc.,Hemnor Boulevard 008,10726741187,45407742,972716323
Eli Lilly and Company,Sapze River 377,10371132391,06761563,948115575
Protective Life Corp,Osuut Street 835,10429373688,22865478,6226367
Standard Pacific Corp.,Anro Ridge 831,20164621459,12272364,921738835
The McGraw-Hill Companies Inc.,Fubdu Avenue 220,10969458823,95792145,994824678
3Com Corp,Tozmiz Terrace 294,10296772646,63785917,4517434
Petco Animal Supplies Inc.,Jefaw Avenue 330,20722944799,28634315,932944344
Cummins Inc.,Ekkat Parkway 540,10794823516,98141044,2478741
Yellow Corporation,Fudi Highway 356,20238275847,02726234,994843867
IKON Office Solutions Inc.,Uceik Extension 943,20693776674,27842978,5977517
PepsiCo Inc.,Jamce Road 042,20323831193,45477814,2386752
Owens Corning,Cuvup Key 904,10994255657,80337814,966545825
Duke Energy Corp,Rewmu Street 836,10378734216,30882841,938225116
Johnson & Johnson,Ehiow Center 073,20447365218,02110120,5489255
Nordstrom Inc,Tine Terrace 171,20869236253,57962755,3864877
Northeast Utilities System,Zilbac Glen 236,10152421319,41138565,4872942
Louisiana-Pacific Corporation,Zaguki Terrace 944,20982723574,20627686,913855471
"Beazer Homes USA, Inc.",Mued Trail 388,20132348274,74389514,966471634
Flowserv Corp,Jihog Heights 957,10147913342,26312202,957991782
Legg Mason Inc.,Vaza View 599,10346343878,11121648,4569999
"DST Systems, Inc.",Cocleb Way 058,10117185655,52876271,925828462
Silgan Holdings Inc.,Wozi Ridge 584,20414941737,33281406,3554824
"Bemis Company, Inc.",Ziuf Loop 868,20947288451,72761943,975954599
Level 3 Communications Inc.,Buaz Trail 222,20617426224,31196118,924958626
"Brightpoint, Inc.",Adkom Street 316,10583518869,73645655,4963898
Verizon Communications Inc,Sologi Junction 110,20368372152,19838894,976788722
Goodrich Corporation,Wizi Extension 471,20682151865,03473152,2799495
Corn Products International Inc.,Wemuj Heights 900,20333234123,65211130,948818193
Longs Drug Stores Corporation,Mewol Plaza 648,10264252552,71216674,4954419
W.R. Berkley Corporation,Ebogos Point 053,10115359358,04561746,987534957
"Benchmark Electronics, Inc.",Wopa Loop 924,10777871426,93523357,3162731
AmSouth Bancorp.,Biim Path 080,10187115991,52917519,926568869
NTL Incorporated,Rohu Extension 483,20766392283,73887219,6983736
Comcast Corp.,Cahug Mill 418,10813639124,37583025,3493873
Union Pacific Corporation,Ronir Key 791,10319949862,82903950,993845529
Pall Corp,Ucate Park 992,10327396866,61942094,4223677
Rohm & Haas Co.,Habpin Park 459,10564299866,78387869,926571283
Fairchild Semiconductor International Inc.,Pasrib Drive 351,10233825474,47494729,5573456
Trans World Entertainment Corp.,Henheh Boulevard 584,20356424136,16273680,5672316
Federal Mogul Corp.,Cule Avenue 889,10614895278,76755493,969935156
WestPoint Stevens Inc,Tijo Drive 938,10596738895,13328309,4823516
Regis Corporation,Vifpen Place 654,20836434513,86066608,962367824
Zale Corporation,Pezu Manor 850,10154531459,23964168,2343964
Amgen Inc.,Ibbu Center 599,20523933343,63915985,931665623
Potlatch Corp,Ibcis Path 392,20417211132,68738178,996194565
"Affiliated Computer Services, Inc.",Juela Glen 338,20177212851,33530208,6984298
Federal Express Corp.,Diboke Center 022,20383943963,91789368,941871853
Owens Corning,Sezlet Drive 808,10549333178,94098551,6687498
Newmont Mining Corporation,Bice Terrace 334,20271786572,49360169,4758985
Phar Mor Inc.,Fodju Heights 969,20841795584,02690798,942373417
Supervalu Inc,Rebkug Avenue 175,10579942662,93414393,6951374
Tesoro Petroleum Corp.,Erisa Trail 681,20844183118,22325297,2259258
Noble Energy Inc,Mirlac Glen 970,20991513425,83768351,985981812
Olin Corp.,Awwa Lane 286,10845627627,50858738,988139125
"Merck & Co., Inc.",Socwag Extension 001,10343838287,58994753,6799178
Sunoco Inc.,Ciku Manor 707,20123486921,13776086,3324355
Sherwin-Williams Company,Afaje Point 361,20752378485,24431063,4863216
Stryker Corp,Joshef Center 623,20321495796,73789795,2743247
Mohawk Industries Inc.,Tumkan Lane 383,20994937896,64765065,3538533
Gap Inc.,Kawi Parkway 830,10985687114,43219740,3895386
National Oilwell Inc,Niges Way 570,20963532484,82391966,996687412
York International Corp,Ilvup River 134,20313267246,15908689,975243951
FPL Group Inc.,Feca Avenue 678,10292928296,79686055,941761437
PepsiCo Inc.,Mujuv Pike 039,10175752411,91420339,936164811
United Auto Group Inc,Guewa Highway 284,20414983457,53092412,932455319
Phoenix Companies Inc,Hawdur Path 567,10792268495,71592224,4993375
Terex Corp,Bubul Center 246,10276647443,20112825,948962662
Solectron Corp,Cawso Place 054,10927989985,51058193,2988427
ITT Industries Inc.,Majje Avenue 871,20999172259,80429643,983578459
H.J. Heinz Company,Himsud Junction 473,10386289193,65073974,3964379
Sealed Air Corp,Izpi Loop 479,20211197754,91990043,919553283
Spartan Stores Inc,Rioca Trail 660,20917644291,48383079,913825324
Mattel Inc.,Laeci Highway 504,10695244192,08316502,6657338
"Allergan, Inc.",Wikuwe Highway 001,20216261325,47886341,947249284
TMP Worldwide Inc,Guje Road 449,20652118539,92026870,918164412
Kroger Co.,Holki Key 571,10123283897,82147419,2395214
JDS Uniphase Corp.,Reco Lane 453,10869115965,62540832,6194954
FleetBoston Financial Co.,Vubu Road 101,10929986884,71123331,6784195
Rockwell Automation Inc,Rigen Park 520,20178962844,92732070,3319731
Bank of America Corporation,Milen Turnpike 639,10479553625,67131248,2911377
Granite Construction Incorporated,Zijwuh Mill 735,10445539716,87207035,922141895
"Ames Department Stores, Inc.",Bolam Glen 360,10298494344,06224864,939933724
Pactiv Corp,Cijali Avenue 324,10985395165,70178504,3128819
Wachovia Corporation,Maoje View 268,20398887522,84689270,987781444
"Applied Materials, Inc.",Toaro Loop 532,20936415375,20596604,956743951
Wal-Mart Stores Inc,Kagra Square 423,10285566326,35698183,4521722
Kohl's Corp.,Zaeme Loop 233,20792155287,66780410,6231513
Gillette Company,Lajle Boulevard 104,10342727763,27529196,922557252
WESCO International Inc,Buthof Highway 193,20838634315,34516424,2893118
"Applied Industrial Technologies, Inc.",Kace Manor 144,20612676263,66926805,3739176
Illinois Tool Works Inc.,Ihfud Highway 014,20384614982,46557478,2868525
Encompass Services Corporation,Epoef Center 848,10734745854,82332316,2878213
Lam Research Corporation,Sonu Way 234,10443534443,49786455,4631686
Simon Property Group Inc,Peuv Park 676,20367189849,11018926,4659519
Astoria Financial Corporation,Afeoro Point 431,20936915179,54258685,951645873
Unova Inc,Ehwuf Grove 980,20725572232,59466289,992157419
IMS Health Inc.,Poti Point 211,20178921824,40837907,993664162
Silicon Graphics Inc,Jiwe Drive 505,10317214385,98352002,931866464
Berkshire Hathaway Inc.,Pewge Drive 082,10148687763,76721081,3723799
Huntington Bancshares Inc.,Cumiv View 394,10219464622,71546053,2488711
Aetna Inc.,Bisve Lane 735,10661148598,47998742,5145541
Cooper Cameron Corp.,Ganu Street 572,10148732885,44504158,6926859
Charter One Financial Inc.,Tesvek Highway 343,20397384561,71703355,6391475
Weatherford International Inc,Koge Loop 619,20961182851,45483587,954538653
"Agilent Technologies, Inc.",Wafif Pike 235,10163316259,75562778,4992222
Occidental Petroleum Corp,Zogwa Glen 368,10931914468,65537290,5925484
Sears Roebuck & Co,Lofof Park 281,20744163211,45509895,928761314
MeadWestvaco Corporation,Ezoevu Point 988,20634595566,23520655,3234523
Harsco Corp.,Liruf Grove 404,10717191795,36355001,962265459
Owens-Illinois Inc,Moahu River 113,10582811767,20667796,5826497
Black Hills Corporation,Wezobo Place 859,20827337752,08404947,6418675
St. Paul Cos.,Ijtu Pass 679,10417877411,31544919,992329634
Unocal Corporation,Ojsug Pike 804,20953873227,22998115,943288349
The Goodyear Tire & Rubber Company,Filaj Key 702,10662949513,99027011,946231879
Potomac Electric Power Co.,Tibis Place 038,10562545251,62570471,919257451
Premcor Inc.,Suffu Plaza 086,10588584449,58787930,4237363
Tenet Healthcare Corporation,Cetow Turnpike 284,10419898655,34866999,2395981
United Stationers Inc,Faide Extension 998,10824231863,42116778,6299229
"Amkor Technology, Inc.",Janga Key 312,10368628269,67750267,4667119
Lucent Technologies Inc.,Coloro Pike 211,20871629525,38143413,934232779
Pulte Homes Inc,Edsik Turnpike 611,20744937938,80691688,4979535
Maxtor Corporation,Denaw River 284,10347413638,56624869,6115119
OfficeMax Inc,Azsow Pass 101,20977853811,95772283,5129471
PepsiAmericas Inc.,Jemuz Junction 969,20863416579,45779482,934612411
Gentek Inc.,Vanve Square 782,20359258524,71222215,961169432
McKesson Corporation,Vuke Parkway 107,10212177665,95367119,6712174
"Banknorth Group, Inc.",Wepwow Key 032,10336357248,27313662,4836932
Union Pacific Corporation,Vawsa Point 284,20772342439,98283090,976281378
National Commerce Financial Corporation,Wafaf River 510,10157871783,19499673,2335461
Avista Corporation,Gizuw Way 524,20264679956,29077719,913256428
Saks Inc,Nevo Court 433,10766616583,52842074,6964528
PolyOne Corp,Sojne Point 171,20758952678,42370275,925294292
Countrywide Credit Industries Inc.,Tuwjiv Junction 018,10728914327,52546848,951946599
Henry Schein Inc.,Basu Point 215,20734325582,67597672,5267938
Wakenhut Corporation,Fipi Avenue 258,20488883492,03067497,956438648
La-Z-Boy Inc.,Gavip Terrace 572,20278557897,23769840,4268485
Insight Enterprises Inc.,Miohe Highway 113,20718214315,19416069,5934339
"ADC Telecommunications, Inc.",Pucno River 992,10777213925,48196977,969249356
Dana Corporation,Kidbu Place 958,20215647456,68104341,3969957
Questar Corp,Pidkof Pike 052,20899489476,41360764,927958983
Regis Corporation,Gife Circle 003,10287919514,36022977,4971899
Constellation Emergy Group Inc.,Tadcu Road 805,10551443256,30493200,3116825
Xilinx Inc,Boof Square 035,10319995926,47942976,939246179
Sierra Health Services Inc,Momel Square 304,10879516541,14550926,3181255
SunTrust Banks Inc,Jipun Key 702,20811551473,75565439,5173773
"The Alpine Group, Inc.",Desiv Way 558,10232322921,42422029,928945852
Synovus Financial Corp.,Owzu Pass 038,10269249331,15374370,4145922
El Paso Corporation,Zuuh Glen 418,10248756416,12387482,985328337
Equitable Resources Inc.,Tolcap Key 549,20636676142,84228244,2845828
ServiceMaster Co,Ublon Mill 883,10572843168,82308893,6733477
Reebok International Ltd.,Fores Lane 424,20459668499,97385546,913549586
Marriott International Inc.,Zadub Square 970,20817867691,90672857,957115374
Reliance Steel & Aluminum Co.,Pezheb Pike 068,20971543574,36419495,941156664
Harrah's Entertainment Inc.,Taado Place 642,20817465798,43951099,973125111
The Men's Wearhouse Inc.,Cubor View 709,20795522183,77283397,975854587
Seaboard Corp,Cigad Glen 459,20259828834,55522997,4997171
Golden West Financial Corporation,Woab Plaza 610,20251168634,47732011,3791286
Union Planters Corp,Kicoso Parkway 208,20783752555,70594835,6141817
Commercial Metals Co.,Efoful Ridge 909,20795639397,49565424,6755686
Marriott International Inc.,Mirov Heights 904,20364652844,82077966,978327657
CSK Auto Corp.,Ivezom Manor 098,10295258542,37462926,932579331
"Barnes & Noble, Inc.",Ronzo Manor 905,20968713657,18817605,5376617
Valero Energy Corporation,Cocil Road 798,10799724474,15638873,4537335
"Citigroup, Inc",Cimhic Ridge 250,20723765992,47701473,979239851
Whirlpool Corporation,Anoso Heights 273,20271221695,83358597,5627488
ConAgra Foods Inc.,Sutag Circle 402,20719526548,79790175,4357648
NTL Incorporated,Mier Key 479,10974769164,53357192,992143545
Revlon Inc,Hije Pass 185,20113751487,32483475,2245491
Franklin Resources Inc.,Jisu Ridge 368,10554328157,60171545,955798454
Harley-Davidson Inc.,Gooca Square 710,10411423826,97580124,6936875
Michaels Stores Inc.,Fapteg Extension 880,20514819879,67970001,919495938
H.J. Heinz Company,Devonu Heights 190,20112379598,23368995,2663314
Stanley Works,Itlin Glen 948,20514657322,62414840,3326236
Symbol Technologies Inc,Bastaw Turnpike 801,20367819393,39141638,933364643
Gemstar-TV Guide International Inc.,Vemlec View 946,10188279824,61573193,2438456
Sports Authority Inc,Mezlu Lane 224,20698193934,63298697,4667616
H.J. Heinz Company,Tiaha Grove 926,20127993359,35439170,4294525
"Banknorth Group, Inc.",Zoej Grove 430,20157626647,87122085,925999642
Stryker Corp,Miak View 860,20594662691,95950668,989361231
Comdisco Inc.,Wocor Road 551,10194375879,12665719,965433748
Knight-Ridder Inc.,Wuzlov Trail 544,20336755153,14291562,935197985
Colgate-Palmolive Co.,Povi Way 100,10368219891,92637456,2215912
Jones Apparel Group Inc.,Aleob River 730,10712144752,33351729,943988685
Potlatch Corp,Fapcu Pike 729,20182333684,18187132,4459568
Premcor Inc.,Nivur Key 310,10656191559,20529524,935398341
PerkinElmer Inc,Laduz Square 403,10741785357,43734920,911485669
United Parcel Service Inc,Fubugu Path 381,10446721977,24042521,2939146
Value City Department Stores Inc,Pedoz Key 002,20354566113,80561388,2688991
American Standard Companies Inc.,Ipugid Circle 049,10855427936,13459706,2193338
Silicon Graphics Inc,Kuvwar Key 034,20319435922,07346426,925741475
Ohio Casualty Corp.,Noftuc Turnpike 385,20732644982,59999827,4613162
Felcor Lodging Trust Inc.,Goztep Lane 747,10349268441,81266525,5267218
La-Z-Boy Inc.,Icuwi Highway 099,20923378161,62830983,926393493
Brown-Forman Corporation,Vabe Extension 756,10776388778,79491952,948222741
Protective Life Corp,Wotik Terrace 952,10638546171,11930425,991971236
Union Pacific Corporation,Nakozu Grove 389,10539517955,18842049,991448898
Penn Traffic Co.,Epwa Plaza 820,20927386661,32774639,5596821
Jack In The Box Inc.,Leop Path 515,10367667522,48197634,6776937
Cox Communications Inc.,Duvus Drive 536,10829212251,33066704,5586172
Sanmina-SCI Inc,Dazo Court 059,10654537944,79269347,5122624
Murphy Oil Corporation,Necvo Pass 951,20419575159,42890516,3734491
Lincoln National Corporation,Vogu Manor 309,10389762731,92012108,939395188
Cooper Cameron Corp.,Tewele View 935,20986556172,79663720,3617429
Xerox Corp,Wiro Pike 401,20395427479,94444902,4653216
W.R. Grace & Co,Sacoc Drive 801,10823952239,55344555,5791369
Briggs & Stratton Corporation,Wiab Road 910,10137241663,33822836,966114779
Burlington Coat Factory Warehouse Corporation,Cifiso Parkway 619,10499986156,01874261,911283431
AOL Time Warner Inc.,Tibpim Square 222,20347821486,09741953,986998357
Polo Ralph Lauren Corp,Reoz Path 197,10236388719,12186117,5378538
Reader's Digest Association Inc.,Nobje Park 238,20566618918,61001160,911549381
FMC Corp,Ojajeh Path 991,20158635559,51895806,3567177
Golden State Bancorp Inc.,Ciri Circle 632,10834514598,94796495,993819485
AMC Entertainment Inc.,Mowob Extension 057,20529388783,45900515,952122191
Eastman Chemical Company,Vemic Pike 813,10942661319,70360070,944246383
Insight Enterprises Inc.,Fehvol Grove 919,20652951266,46744721,975265527
"Allegheny Energy, Inc.",Vizi Drive 904,20955172426,17284253,991559889
The Goodyear Tire & Rubber Company,Femhug Manor 202,20511146721,28363342,912366955
WESCO International Inc,Bini Loop 804,20795822324,36859487,996339579
W.W. Grainger Inc,Inahem Plaza 031,20726722911,63846732,3293627
The Neiman Marcus Group Inc.,Hulra Manor 703,20984744132,12754718,979813483
PNC Financial Services Group Inc.,Dirrer Square 748,10173533318,89967715,3743927
Texas Instruments Incorporated,Upecer Path 674,10663625713,42359613,4836772
Cisco Systems Inc.,Jiij Grove 013,20552232194,99950047,6657166
Estee Lauder Companies Inc.,Hofdo Drive 334,10192735348,52917806,987323731
Jabil Circuit Inc.,Odar Ridge 450,10229567661,53974074,999767954
"Barnes & Noble, Inc.",Juzun Parkway 130,10562428221,02954826,983361859
Metris Companies Inc,Vuso Turnpike 674,10869862921,32901769,933386585
Lehman Brothers Holdings Inc.,Susid Way 036,20731512427,86526810,917475187
National Fuel Gas Company,Zume Path 773,10655224245,91298443,948869574
Valero Energy Corporation,Egza Street 642,20978136984,40366805,924964442
"Arch Coal, Inc.",Warar Drive 979,10434189254,97368616,6494681
PSS World Medical Inc,Cojheb Glen 718,20441785838,17592118,4694478
Reader's Digest Association Inc.,Davu Extension 379,10785645982,63866690,988212784
Unitrin Inc,Acdav Square 625,10179239432,35459085,4257171
General Electric Company,Apoeco Plaza 090,10972223988,73162905,924515227
OGE Energy Corp,Akfa Ridge 120,10466377555,02462015,953736711
Pfizer Inc,Hebti Heights 350,20411416281,67840753,924966755
Allmerica Financial Corporation,Ematoc Grove 682,10655783346,65030401,976426179
Vectren Corporation,Tewu Junction 179,10374966286,38301115,6783859
"Belk, Inc.",Ecebe Plaza 098,10838446812,97869912,6392717
KB Home,Zuug Manor 449,10472158634,88869329,979781866
Molex Incorporated,Sile View 538,20395217862,99856335,2643687
Quantum Corp,Awni Point 556,10754388514,61160759,6932621
Cabot Corp,Nizlud Lane 650,10316734465,44580207,951725977
Pilgrim's Pride Corporation,Uhiif Boulevard 306,10765839119,72681885,994522398
Corn Products International Inc.,Wobub Center 326,10876731872,32589776,4636683
Western Digital Inc,Etza Center 465,10843662577,72703890,4532612
Atmel Corporation,Zeroz Extension 252,10635644377,23311518,4658449
"AutoZone, Inc.",Cimwos Lane 442,10195592471,58362193,965128393
UGI Corporation,Sovol Grove 401,10296375652,29743914,953149517
Radio Shack Corporation,Lekin Avenue 327,10482631851,13399681,914738183
Wendy's International Inc,Risluk Highway 301,10423366642,39886158,997947542
Anadarko Petroleum Corporation,Fadsa Lane 093,10496634675,38501060,4271883
Duke Energy Corp,Kekbat Park 370,10267131912,46649881,2899519
The MONY Group Inc.,Averi Point 861,20223479274,03527153,5396844
John Hancock Financial Services Inc.,Povawu Center 736,20247199372,84481164,5166933
DynCorp,Cahva Boulevard 780,20425778978,00992629,5633774
TECO Energy Inc,Pukuf Park 875,20328565769,91800663,6544117
Maxim Integrated Products Inc.,Jiad Manor 702,10556554394,16105012,6659319
WorldCom Inc,Raof Trail 816,10286841332,00265195,2683773
Electronic Arts Inc.,Ruhi Manor 206,10731596213,96382692,985643549
Charles Schwab Corp.,Vetmum Terrace 490,20153238296,39485247,4132743
John Hancock Financial Services Inc.,Ipfe Lane 512,10426771954,49480175,4746941
Owens & Minor Inc.,Teoh Parkway 397,10787936697,22888989,947554694
Tribune Company,Ceoc Heights 230,10734276992,12011020,921353685
Universal Forest Products Inc,Vovok Place 157,20871356576,79896707,3792175
A.G. Edwards Inc.,Dofbi Glen 628,10233915234,26549817,938398222
Southern Company,Tirco Avenue 904,10111748765,49763514,4943244
Ryder System Inc,Awipo Extension 678,20298518178,45836911,6976835
Hillenbrand Industries Inc.,Pofbo Pass 590,10636721593,15806818,938716842
Cox Communications Inc.,Uvele Center 497,10662524845,47549841,997442148
Sempra Energy,Siwi Mill 507,20683335952,63959939,6325435
Cabot Corp,Tinafu Highway 152,10894943735,61795554,915952842
ServiceMaster Co,Bero Plaza 710,10826537786,85685464,4358412
Hon Industries Inc.,Migoc Avenue 266,20861782661,14572193,991122114
Pilgrim's Pride Corporation,Jife Point 749,10862792853,00860978,2623126
Integrated Electrical Services Inc.,Lozuri Key 541,20479429234,79095385,921663396
Herman Miller Inc.,Wulo Plaza 260,10825646547,08661886,939619618
Valero Energy Corporation,Benfi Key 277,10385442458,78151639,2947742
Bed Bath & Beyond Inc.,Vuflub Plaza 931,10532662778,73661551,937543464
The Black & Decker Corporation,Bimuz Drive 672,20325779393,74177539,3338785
Collins & Aikman Corp.,Cica Street 192,10535882363,27529743,919173451
Polaris Industries Inc.,Zaje Junction 966,20792979685,56443444,2545822
Whirlpool Corporation,Cihkej Trail 596,10331956973,56102484,3284258
Archer Daniels Midland Company,Kewmiw Terrace 925,10543479492,22278711,953789287
Federal Express Corp.,Nuafe Key 634,10732941233,36060233,984352779
Kelly Services Inc.,Uzku Extension 288,20884418575,42299501,2381121
Louisiana-Pacific Corporation,Awji Junction 318,10194735536,03319478,6953788
IT Group Inc.,Sebni Center 492,20734456594,93368578,6952234
Caremark Rx Inc.,Nahig View 523,10429554747,62977636,2637125
TECO Energy Inc,Mewoke Turnpike 301,20176548777,19992063,6222763
Qualcomm Inc,Mutfac Plaza 693,20312285375,83253852,4342158
Weis Markets Inc.,Boso Street 125,20823831935,58629509,968837822
Phar Mor Inc.,Avjul River 927,20256491741,25164667,949642492
Liz Claiborne Inc.,Wovhub Mill 925,10644782512,13795159,912148852
Banta Corporation,Neur River 398,20151422894,76051883,953332829
IMS Health Inc.,Jibi Ridge 184,20952548736,52337317,956985141
"Conectiv, Inc",Buhabe Square 032,20331558865,37019199,2931325
Clear Channel Communications Inc.,Tajuv Glen 601,10822748522,08688902,2422912
Grey Global Group Inc.,Huhol Court 349,20172588571,19801762,943854217
Federated Department Stores Inc.,Zurocu Street 137,20721545364,27938693,3715891
Carlisle Cos. Inc.,Raca Point 434,20322247398,90405838,5373868
